address,latitude,longitude,number_of_raids,proportion_no_action,raid_dates_and_resolutions
1819 UTICA AVENUE Brooklyn,40.62778294,-73.92746018,1,0.0,"[('2012-08-12', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
182-01 JAMAICA AVENUE Queens,40.70901421,-73.77901817,1,0.0,"[('2013-01-18', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
183-01 HORACE HARDING EXPRESSWAY Queens,40.74013356,-73.79116852,1,1.0,"[('2012-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
184-13 JAMAICA AVENUE Queens,40.70946505,-73.77563455,1,1.0,"[('2012-06-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
184-15 JAMAICA AVENUE Queens,40.70948749,-73.77556765,1,1.0,"[('2015-06-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
184-17 JAMAICA AVENUE Queens,40.7095106,-73.77549876,1,0.0,"[('2015-06-27', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
1852 WESTCHESTER AVENUE Bronx,40.83231093,-73.86385054,1,1.0,"[('2016-06-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1859 WESTCHESTER AVENUE Bronx,40.83276211,-73.86402627,2,1.0,"[('2017-02-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-01-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
186 INDIA STREET Brooklyn,,,1,1.0,"[('2013-02-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1872 WEBSTER AVENUE Bronx,40.84726854,-73.900802,1,1.0,"[('2014-04-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
188-25 LINDEN BOULEVARD Queens,40.69196212,-73.76314488,1,1.0,"[('2012-10-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1880 CARTER AVENUE Bronx,40.84749297,-73.90146526,3,1.0,"[('2015-06-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-01-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-04-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
189 CHRYSTIE STREET Manhattan,40.72188778,-73.99227779,5,0.6,"[('2013-02-02', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-05-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2016-06-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-07-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1890 EASTCHESTER ROAD Bronx,40.85136109,-73.84372537,1,1.0,"[('2012-08-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
19 BROAD STREET Staten Island,40.62576706,-74.07586717,2,1.0,"[('2015-07-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-05-30', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
19 CORSON AVENUE Staten Island,40.63834498,-74.07957349,1,1.0,"[('2015-05-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
19-26 STEINWAY STREET Queens,40.7778852,-73.90053255,1,1.0,"[('2016-05-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
191 7 AVENUE Manhattan,40.74293181,-73.99608509,1,1.0,"[('2016-12-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
191 GRAHAM AVENUE Brooklyn,40.70856835,-73.94371287,2,0.5,"[('2015-03-29', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-09-18', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
1912 86 STREET Brooklyn,40.60547454,-74.00026109,1,0.0,"[('2014-06-21', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
1915 CONEY ISLAND AVENUE Brooklyn,40.61075955,-73.96215688,4,0.25,"[('2015-06-07', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2013-01-04', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-01-17', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-07-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
192 AVENUE U Brooklyn,40.59632869,-73.97695909,2,1.0,"[('2016-09-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-12-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1925 FLATBUSH AVENUE Brooklyn,40.623016799999995,-73.9368395,2,1.0,"[('2012-06-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-08-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1928 FLATBUSH AVENUE Brooklyn,40.62252745,-73.93722979,1,1.0,"[('2012-06-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
1930 GRAND CONCOURSE Bronx,40.84998353,-73.90491098,1,1.0,"[('2015-06-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
194-01 LINDEN BOULEVARD Queens,40.6931842,-73.75770331,6,0.8333333333333334,"[('2012-10-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-08-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-06-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-06-29', 'ADMINISTRATIVE CLOSURE NN'), ('2013-03-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
195 BOWERY Manhattan,40.72072214,-73.99318527,1,1.0,"[('2014-01-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
195 DEKALB AVENUE Brooklyn,40.68969739,-73.97189324,1,1.0,"[('2017-03-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
197 EAST 3 STREET Manhattan,40.72301493,-73.98320654,1,0.0,"[('2016-07-30', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
197 EAST 39 STREET Brooklyn,40.65245514,-73.94080349,1,1.0,"[('2012-09-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
199 BOWERY Manhattan,40.72103851,-73.99325997,3,1.0,"[('2013-10-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-07-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-01-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2 LEXINGTON AVENUE Manhattan,40.7385495,-73.98576057,1,0.0,"[('2017-06-10', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
2 SNEDEN AVENUE Staten Island,40.54032348,-74.17714194,1,0.0,"[('2014-03-30', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
2 WEST 35 STREET Manhattan,40.74910054,-73.98457719,1,0.0,"[('2014-04-04', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
20 PRINCE STREET Manhattan,40.72262372,-73.99454465,1,0.0,"[('2017-04-09', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
20 WEST 39 STREET Manhattan,40.75189349,-73.9835973,3,0.0,"[('2013-04-05', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2013-04-05', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2012-09-08', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
20-09 NEW HAVEN AVENUE Queens,40.60061824,-73.75431133,1,1.0,"[('2013-04-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
202 42 STREET Brooklyn,40.65331941,-74.01230731,1,1.0,"[('2014-08-23', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2020 WHITE PLAINS ROAD Bronx,40.85078798,-73.86745958,2,1.0,"[('2015-05-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2021 7 AVENUE Manhattan,40.80635182,-73.94974742,1,1.0,"[('2012-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
203 AUDUBON AVENUE Manhattan,40.84499228,-73.93481296,5,0.2,"[('2014-05-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-09-25', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-09-25', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-09-25', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P'), ('2016-09-25', 'MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P')]"
2031 WESTCHESTER AVENUE Bronx,40.83386641,-73.85677099,2,0.0,"[('2012-07-14', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED'), ('2012-07-14', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
2032 RICHMOND TERRACE Staten Island,40.64004981,-74.13109490000001,1,1.0,"[('2014-08-15', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
204 VARICK STREET Manhattan,40.72825513,-74.00478908,3,0.3333333333333333,"[('2014-02-22', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2013-11-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-02-24', 'PLEASE SEE COMPLAINT NUMBER')]"
2041 7 AVENUE Manhattan,40.80707415,-73.94925501,3,0.6666666666666666,"[('2016-04-08', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-05-13', 'PLEASE SEE COMPLAINT NUMBER'), ('2017-05-13', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2041 ADAM CLAYTON POWELL BOULEVARD Manhattan,40.80707415,-73.94925501,1,1.0,"[('2014-10-17', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
205 CHRYSTIE STREET Manhattan,40.72238749,-73.99195719,3,0.0,"[('2016-12-02', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2016-06-26', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-04-09', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
2055 FULTON STREET Brooklyn,40.67853197,-73.91112137,3,1.0,"[('2014-07-19', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-08-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-01-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
207-13 JAMAICA AVENUE Queens,40.71449675,-73.75271484,3,0.6666666666666666,"[('2014-10-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-05-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2014-01-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2071 CLOVE ROAD Staten Island,40.60497212,-74.08316348,3,0.3333333333333333,"[('2017-03-27', 'PLEASE SEE COMPLAINT NUMBER'), ('2017-03-24', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-03-30', 'NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION')]"
208-13 JAMAICA AVENUE Queens,40.71475748,-73.75183368,1,1.0,"[('2013-05-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2086 CONEY ISLAND AVENUE Brooklyn,40.60630955,-73.96213455,3,0.0,"[('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED'), ('2013-02-02', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
21 9 AVENUE Manhattan,40.740208200000005,-74.00624628,1,1.0,"[('2016-12-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
21 ESSEX STREET Manhattan,40.71539494,-73.99010106,1,1.0,"[('2017-06-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
21 RECTOR STREET Manhattan,40.70787634,-74.01408575,1,1.0,"[('2013-02-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
21-13 ASTORIA BOULEVARD Queens,40.7722507,-73.92526351,1,1.0,"[('2014-03-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
210 CANAL STREET Manhattan,40.71697409,-73.99895997,1,0.0,"[('2014-02-15', 'ADMINISTRATIVE CLOSURE NN')]"
210 WEST 35 STREET Manhattan,40.7516554,-73.99069721,1,1.0,"[('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2102 AMSTERDAM AVENUE Manhattan,40.83753421,-73.93901943,1,1.0,"[('2017-03-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2106 AMSTERDAM AVENUE Manhattan,40.8376777,-73.93891445,2,1.0,"[('2013-11-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-03-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2110 RICHMOND ROAD Staten Island,40.58129235,-74.1114878,1,1.0,"[('2014-03-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
212 AVENUE A Manhattan,40.729715500000005,-73.98032065,1,0.0,"[('2013-12-12', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
212 NAGLE AVENUE Manhattan,40.86250058,-73.92290877,1,1.0,"[('2017-06-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
212-22 JAMAICA AVENUE Queens,40.71555168,-73.74619695,1,1.0,"[('2015-11-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2123 AVENUE Z Brooklyn,40.58896181,-73.94757215,2,1.0,"[('2013-02-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-02-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
213 2 AVENUE Manhattan,40.73188077,-73.98565365,1,1.0,"[('2017-07-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
213 EAST 170 STREET Bronx,40.83862313,-73.91284698,4,1.0,"[('2016-11-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-10-31', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-03-16', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-01-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
213 MCGUINESS BOULEVARD Brooklyn,40.72959748,-73.95138223,1,1.0,"[('2013-04-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
213-11 41 AVENUE Queens,40.76370905,-73.77133435,2,1.0,"[('2014-10-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
214 BOWERY Manhattan,40.72183015,-73.99384493,1,1.0,"[('2012-08-17', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
214 EAST 9 STREET Manhattan,40.72959716,-73.98868618,1,0.0,"[('2016-07-29', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
215 WEST 34 STREET Manhattan,40.75159121,-73.99131387,4,0.0,"[('2015-02-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-02-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-02-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2015-02-21', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
215 WEST 40 STREET Manhattan,40.75530286,-73.988623,2,0.5,"[('2015-01-30', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-07-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
215-52 JAMAICA AVENUE Queens,40.71727195,-73.73868478,1,1.0,"[('2013-05-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2152 WESTCHESTER AVENUE Bronx,40.83372742,-73.85259507,1,1.0,"[('2012-07-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
216 WEST 233 STREET Bronx,40.88094566,-73.90403867,1,0.0,"[('2012-07-28', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
217 BOWERY Manhattan,40.72168994,-73.99311677,3,0.6666666666666666,"[('2016-12-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-04-27', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-10-04', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
2171 2 AVENUE Manhattan,40.79439335,-73.94015573,1,0.0,"[('2016-04-23', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
2176 PITKIN AVENUE Brooklyn,40.67218755,-73.89220108,1,0.0,"[('2013-09-07', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
2180 WEBSTER AVENUE Bronx,40.854502600000004,-73.89630691,6,0.0,"[('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2015-09-26', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
219 2 AVENUE Manhattan,40.732090899999996,-73.98557077,2,0.0,"[('2012-08-18', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2012-08-18', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
219 BOWERY Manhattan,40.72175653,-73.99308216,1,0.0,"[('2015-01-31', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED')]"
2192 FLATBUSH AVENUE Brooklyn,40.61642766,-73.9305181,1,0.0,"[('2014-03-14', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
22 WYCKOFF AVENUE Brooklyn,40.70614937,-73.92264208,2,0.0,"[('2014-09-28', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2014-09-28', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
220 WEST 242 STREET Bronx,40.88931619,-73.89924884,1,1.0,"[('2017-04-01', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2204 EAST 28 STREET Brooklyn,40.59788489,-73.94366095,1,0.0,"[('2014-02-15', 'ADMINISTRATIVE CLOSURE NN')]"
221 DYCKMAN STREET Manhattan,40.86599512,-73.92697139,2,1.0,"[('2016-07-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2017-06-18', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
221 NORTH 9 STREET Brooklyn,40.71784289,-73.95431714,2,0.0,"[('2013-01-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED'), ('2013-01-12', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
222 SMITH STREET Brooklyn,40.68408748,-73.99242446,1,1.0,"[('2014-03-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
222-16 MERRICK BOULEVARD Queens,40.67791289,-73.74660071,1,1.0,"[('2015-11-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
223 DYCKMAN STREET Manhattan,40.86599512,-73.92697139,1,1.0,"[('2016-07-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
223-18 LINDEN BOULEVARD Queens,40.69386683,-73.73691434,1,1.0,"[('2012-07-28', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2233 GRAND CONCOURSE Bronx,40.85631431,-73.90108631,1,1.0,"[('2017-04-02', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2236 NOSTRAND AVENUE Brooklyn,40.63015202,-73.94799165,1,0.0,"[('2014-08-30', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
224-01 MERRICK BOULEVARD Queens,40.67805301,-73.74521916,1,1.0,"[('2016-12-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2244 AMSTERDAM AVENUE Manhattan,40.84229836,-73.93550828,2,1.0,"[('2017-03-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2016-09-24', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2245 BB WESTCHESTER AVENUE Bronx,40.83468466,-73.85061089,1,0.0,"[('2015-12-05', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
2245 WESTCHESTER AVENUE Bronx,40.83468466,-73.85061089,2,0.5,"[('2015-12-20', 'MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED'), ('2012-07-21', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2247 7 AVENUE Manhattan,40.81342849,-73.94461907,2,0.5,"[('2017-03-12', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2012-07-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
225 47 STREET Brooklyn,40.65036556,-74.01403951,4,0.5,"[('2016-04-24', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED'), ('2017-05-06', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-09-29', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2015-09-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
225 ELLIS STREET Staten Island,40.51533341,-74.24891163,1,0.0,"[('2016-08-27', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
225 NORTH 8 STREET Brooklyn,40.7170159,-73.95460223,1,1.0,"[('2013-04-22', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
225 WEST 19 STREET Manhattan,40.74228712,-73.99838385,3,0.3333333333333333,"[('2014-02-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2014-02-07', 'PLEASE SEE COMPLAINT NUMBER'), ('2014-02-08', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
2256 7 AVENUE Manhattan,40.8140114,-73.94515126,2,0.5,"[('2013-10-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2012-07-14', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
2258 ATLANTIC AVENUE Brooklyn,40.67614097,-73.91067312,1,1.0,"[('2012-10-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2260 TILLOTSON AVENUE Bronx,40.88209473,-73.82751228,2,0.5,"[('2015-12-19', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2017-06-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2264 GRAND CONCOURSE Bronx,40.85679763,-73.89969628,1,1.0,"[('2014-05-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2269 7 AVENUE Manhattan,40.8142066,-73.94405143,1,1.0,"[('2013-10-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
227-02 LINDEN BOULEVARD Queens,40.69290517,-73.73389324,2,0.0,"[('2012-07-28', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED'), ('2012-07-28', 'MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED')]"
2271 7 AVENUE Manhattan,40.81429428,-73.94398797,13,0.0,"[('2017-03-12', 'VACATE'), ('2017-06-01', 'VACATE'), ('2017-03-12', 'VACATE'), ('2017-07-11', 'VACATE'), ('2017-07-11', 'VACATE'), ('2017-07-11', 'VACATE'), ('2017-06-01', 'VACATE'), ('2017-03-12', 'PLEASE SEE COMPLAINT NUMBER'), ('2017-03-12', 'VACATE'), ('2017-03-12', 'VACATE'), ('2017-06-01', 'VACATE'), ('2017-07-11', 'VACATE'), ('2017-06-01', 'VACATE')]"
2274 JEROME AVENUE Bronx,40.85843352,-73.90346732,1,0.0,"[('2017-04-02', 'MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED')]"
2278 ARTHUR AVENUE Bronx,40.85243412,-73.88955593,1,0.0,"[('2015-08-01', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
2281 CHURCH AVENUE Brooklyn,40.65076728,-73.95609955,1,1.0,"[('2015-06-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
229 WEST 28 STREET Manhattan,40.74805582,-73.99475865,1,0.0,"[('2016-12-10', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
229-10 MERRICK BOULEVARD Queens,40.67603182,-73.74105372,1,1.0,"[('2013-01-26', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2297 CEDAR AVENUE Bronx,40.86227387,-73.91149101,2,1.0,"[('2015-05-09', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2015-05-10', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
23 EAST 109 STREET Manhattan,40.79586852,-73.94827283,1,1.0,"[('2013-01-11', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
23 WEST 32 STREET Manhattan,40.74788347,-73.98665985,1,1.0,"[('2013-03-07', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
23-04 94 STREET Queens,40.76776855,-73.87668863,1,1.0,"[('2013-04-05', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
230 5 AVENUE Manhattan,40.74413415,-73.98844019,1,0.0,"[('2013-09-07', 'MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED')]"
230 PARK AVENUE Manhattan,40.75439305,-73.97610338,1,0.0,"[('2013-09-07', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
2301 JEROME AVENUE Bronx,40.85934471,-73.90369049,2,1.0,"[('2014-05-03', 'MARCH: NO ENFORCEMENT ACTION TAKEN'), ('2013-08-25', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2308 7 AVENUE Manhattan,40.81587562,-73.94378966,1,1.0,"[('2012-07-14', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
231-36 MERRICK BOULEVARD Queens,40.67516907,-73.73849809999999,1,1.0,"[('2013-05-12', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
2320 MCDONALD AVENUE Brooklyn,40.59554846,-73.97376577,1,0.0,"[('2013-12-06', 'MARCH: NO PA PERMIT/ECB NOV ISSUED')]"
2331 12 AVENUE Manhattan,40.81997134,-73.95842684,1,0.0,"[('2014-10-04', 'MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED')]"
234 EAST 4 STREET Manhattan,40.72330305,-73.98314721,1,1.0,"[('2015-09-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
234 IRVING AVENUE Brooklyn,40.700316,-73.91712439,1,1.0,"[('2016-11-04', 'MARCH: NO ENFORCEMENT ACTION TAKEN')]"
