address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
1450 EAST GUNHILL ROAD,Bronx,BX,2055541,4567.0,100.0,2017-02-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.84406274,40.86895315,2055541.0,6,0,1,0,cases/1450 EAST GUNHILL ROAD_BRONX_2017-02-03T00:00:00.csv,1450 EAST GUNHILL ROADBronx
1453 3 AVENUE,Manhattan,MN,1081260,1528.0,1.0,2013-03-15,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35010675P,,-73.95549479,40.77629714,1081260.0,61,0,6,2,cases/1453 3 AVENUE_MANHATTAN_2013-03-15T00:00:00.csv,1453 3 AVENUEManhattan
1454 2 AVENUE,Manhattan,MN,1045156,1450.0,49.0,2012-09-22,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985576N,092212PAERAC03,-73.95624061,40.77115545,1045156.0,36,0,4,0,cases/1454 2 AVENUE_MANHATTAN_2012-09-22T00:00:00.csv,1454 2 AVENUEManhattan
1455 ST NICHOLAS AVENUE,Manhattan,MN,1063948,2165.0,38.0,2016-08-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196891H,081316CNEAC03,-73.9334056,40.85045773,1063948.0,117,0,21,0,cases/1455 ST NICHOLAS AVENUE_MANHATTAN_2016-08-13T00:00:00.csv,1455 ST NICHOLAS AVENUEManhattan
1455 ST NICHOLAS AVENUE,Manhattan,MN,1063948,2165.0,38.0,2016-08-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196891H,081316CNETZ02,-73.9334056,40.85045773,1063948.0,117,0,21,0,cases/1455 ST NICHOLAS AVENUE_MANHATTAN_2016-08-13T00:00:00.csv,1455 ST NICHOLAS AVENUEManhattan
1455 ST NICHOLAS AVENUE,Manhattan,MN,1063948,2165.0,38.0,2016-08-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196890X,081316CNEAC03,-73.9334056,40.85045773,1063948.0,117,0,21,0,cases/1455 ST NICHOLAS AVENUE_MANHATTAN_2016-08-13T00:00:00.csv,1455 ST NICHOLAS AVENUEManhattan
1455 ST NICHOLAS AVENUE,Manhattan,MN,1063948,2165.0,38.0,2016-08-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196890X,081316CNETZ02,-73.9334056,40.85045773,1063948.0,117,0,21,0,cases/1455 ST NICHOLAS AVENUE_MANHATTAN_2016-08-13T00:00:00.csv,1455 ST NICHOLAS AVENUEManhattan
1455 ST NICHOLAS AVENUE,Manhattan,MN,1063948,2165.0,38.0,2016-02-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9334056,40.85045773,1063948.0,117,0,2,0,cases/1455 ST NICHOLAS AVENUE_MANHATTAN_2016-02-06T00:00:00.csv,1455 ST NICHOLAS AVENUEManhattan
146 BROADWAY,Brooklyn,BK,3059526,2132.0,11.0,2015-07-26,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137427Y,072615CNERWS01,-73.96349418,40.70999865,3059526.0,239,11,39,0,cases/146 BROADWAY_BROOKLYN_2015-07-26T00:00:00.csv,146 BROADWAYBrooklyn
146 BROADWAY,Brooklyn,BK,3059526,2132.0,11.0,2014-08-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35103225K,081014PAERDM01,-73.96349418,40.70999865,3059526.0,239,5,84,0,cases/146 BROADWAY_BROOKLYN_2014-08-10T00:00:00.csv,146 BROADWAYBrooklyn
1460 WESTCHESTER AVENUE,Bronx,BX,2023762,3737.0,38.0,2016-06-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88163837,40.82810344,2023762.0,84,2,4,0,cases/1460 WESTCHESTER AVENUE_BRONX_2016-06-04T00:00:00.csv,1460 WESTCHESTER AVENUEBronx
1465 3 AVENUE,Manhattan,MN,1048691,1528.0,146.0,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95527278,40.776557200000006,1048691.0,29,0,0,0,cases/1465 3 AVENUE_MANHATTAN_2013-03-15T00:00:00.csv,1465 3 AVENUEManhattan
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2012-10-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91725823,40.84140796,2008317.0,15,0,0,0,cases/1465 JEROME AVENUE_BRONX_2012-10-06T00:00:00.csv,1465 JEROME AVENUEBronx
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2015-01-09,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117241H,010915CNETV01,-73.91725823,40.84140796,2008317.0,15,0,3,0,cases/1465 JEROME AVENUE_BRONX_2015-01-09T00:00:00.csv,1465 JEROME AVENUEBronx
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2014-03-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35064672N,031614PANER01,-73.91725823,40.84140796,2008317.0,15,0,4,0,cases/1465 JEROME AVENUE_BRONX_2014-03-16T00:00:00.csv,1465 JEROME AVENUEBronx
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2014-03-16,ADMINISTRATIVE CLOSURE NN,,,-73.91725823,40.84140796,2008317.0,15,0,4,0,cases/1465 JEROME AVENUE_BRONX_2014-03-16T00:00:00.csv,1465 JEROME AVENUEBronx
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2013-08-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91725823,40.84140796,2008317.0,15,0,0,0,cases/1465 JEROME AVENUE_BRONX_2013-08-17T00:00:00.csv,1465 JEROME AVENUEBronx
1465 JEROME AVENUE,Bronx,BX,2008317,2858.0,23.0,2016-11-05,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137104J,110516CERMT01,-73.91725823,40.84140796,2008317.0,15,0,0,0,cases/1465 JEROME AVENUE_BRONX_2016-11-05T00:00:00.csv,1465 JEROME AVENUEBronx
1468 BROADWAY,Manhattan,MN,1022579,994.0,7502.0,2013-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98604073,40.75531522,1022579.0,3,0,0,0,cases/1468 BROADWAY_MANHATTAN_2013-04-26T00:00:00.csv,1468 BROADWAYManhattan
147 SHERMAN AVENUE,Manhattan,MN,1064764,2221.0,1.0,2012-06-30,ADMINISTRATIVE CLOSURE NN,,,-73.92331667,40.86425033,1064764.0,31,1,6,0,cases/147 SHERMAN AVENUE_MANHATTAN_2012-06-30T00:00:00.csv,147 SHERMAN AVENUEManhattan
147 SHERMAN AVENUE,Manhattan,MN,1064764,2221.0,1.0,2012-06-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34952091Y,063012CNEGA02,-73.92331667,40.86425033,1064764.0,31,1,6,0,cases/147 SHERMAN AVENUE_MANHATTAN_2012-06-29T00:00:00.csv,147 SHERMAN AVENUEManhattan
147-02 LIBERTY AVENUE,Queens,QN,4448842,10058.0,1.0,2014-09-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.803798,40.69611043,4448842.0,5,0,0,0,cases/147-02 LIBERTY AVENUE_QUEENS_2014-09-13T00:00:00.csv,147-02 LIBERTY AVENUEQueens
147-02 LIBERTY AVENUE,Queens,QN,4448842,10058.0,1.0,2016-04-02,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35180131Z,040216CNERWS01,-73.803798,40.69611043,4448842.0,5,1,1,0,cases/147-02 LIBERTY AVENUE_QUEENS_2016-04-02T00:00:00.csv,147-02 LIBERTY AVENUEQueens
1472 OGDEN AVENUE,Bronx,BX,2003387,2522.0,81.0,2014-11-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111868Y,112114PAERDM02,-73.92340376,40.84403083,2003387.0,19,0,0,0,cases/1472 OGDEN AVENUE_BRONX_2014-11-22T00:00:00.csv,1472 OGDEN AVENUEBronx
1472 OGDEN AVENUE,Bronx,BX,2003387,2522.0,81.0,2014-03-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35090737Y,031614PANEJM01/02,-73.92340376,40.84403083,2003387.0,19,0,0,0,cases/1472 OGDEN AVENUE_BRONX_2014-03-16T00:00:00.csv,1472 OGDEN AVENUEBronx
1472 OGDEN AVENUE,Bronx,BX,2003387,2522.0,81.0,2014-03-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35090736M,031614PANEJM01/02,-73.92340376,40.84403083,2003387.0,19,0,0,0,cases/1472 OGDEN AVENUE_BRONX_2014-03-16T00:00:00.csv,1472 OGDEN AVENUEBronx
1472 OGDEN AVENUE,Bronx,BX,2003387,2522.0,81.0,2017-01-28,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196758Z,012817CNEWB01,-73.92340376,40.84403083,2003387.0,19,0,1,0,cases/1472 OGDEN AVENUE_BRONX_2017-01-28T00:00:00.csv,1472 OGDEN AVENUEBronx
1472 OGDEN AVENUE,Bronx,BX,2003387,2522.0,81.0,2015-10-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35161298R,103115PAERDN01,-73.92340376,40.84403083,2003387.0,19,1,1,0,cases/1472 OGDEN AVENUE_BRONX_2015-10-31T00:00:00.csv,1472 OGDEN AVENUEBronx
1476 JEROME AVENUE,Bronx,BX,2008107,2844.0,5.0,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91629837,40.84158065,2008107.0,22,1,4,0,cases/1476 JEROME AVENUE_BRONX_2013-01-04T00:00:00.csv,1476 JEROME AVENUEBronx
148-33 HILLSIDE AVENUE,Queens,QN,4464391,9704.0,53.0,2013-08-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80793028,40.70654624,4464391.0,4,0,1,0,cases/148-33 HILLSIDE AVENUE_QUEENS_2013-08-09T00:00:00.csv,148-33 HILLSIDE AVENUEQueens
1485 MYRTLE AVENUE,Brooklyn,BK,3075721,3309.0,33.0,2015-05-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91632504,40.69925829,3075721.0,19,0,10,0,cases/1485 MYRTLE AVENUE_BROOKLYN_2015-05-15T00:00:00.csv,1485 MYRTLE AVENUEBrooklyn
149 2 AVENUE,Manhattan,MN,1006799,465.0,53.0,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98743623,40.72954417,1006799.0,139,2,8,0,cases/149 2 AVENUE_MANHATTAN_2013-03-08T00:00:00.csv,149 2 AVENUEManhattan
149 2 AVENUE,Manhattan,MN,1006799,465.0,53.0,2012-08-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98743623,40.72954417,1006799.0,139,0,12,0,cases/149 2 AVENUE_MANHATTAN_2012-08-18T00:00:00.csv,149 2 AVENUEManhattan
149 2 AVENUE,Manhattan,MN,1006799,465.0,53.0,2016-12-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98743623,40.72954417,1006799.0,139,0,23,0,cases/149 2 AVENUE_MANHATTAN_2016-12-16T00:00:00.csv,149 2 AVENUEManhattan
149 7 AVENUE,Brooklyn,BK,3024851,1069.0,6.0,2014-03-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97652078,40.67251729,3024851.0,7,0,0,0,cases/149 7 AVENUE_BROOKLYN_2014-03-22T00:00:00.csv,149 7 AVENUEBrooklyn
149 7 STREET,Brooklyn,BK,3021555,991.0,68.0,2014-03-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99167592,40.67372988,3021555.0,21,1,4,0,cases/149 7 STREET_BROOKLYN_2014-03-21T00:00:00.csv,149 7 STREETBrooklyn
149-05 UNION TURNPIKE,Queens,QN,4144787,6691.0,86.0,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81363034,40.71892709,4144787.0,103,2,18,0,cases/149-05 UNION TURNPIKE_QUEENS_2014-08-15T00:00:00.csv,149-05 UNION TURNPIKEQueens
149-05 UNION TURNPIKE,Queens,QN,4144787,6691.0,86.0,2014-02-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81363034,40.71892709,4144787.0,103,0,12,0,cases/149-05 UNION TURNPIKE_QUEENS_2014-02-01T00:00:00.csv,149-05 UNION TURNPIKEQueens
149-05 UNION TURNPIKE,Queens,QN,4144787,6691.0,86.0,2012-09-16,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955595L,,-73.81363034,40.71892709,4144787.0,103,0,2,0,cases/149-05 UNION TURNPIKE_QUEENS_2012-09-16T00:00:00.csv,149-05 UNION TURNPIKEQueens
149-15 JAMAICA AVENUE,Queens,QN,4206832,9679.0,86.0,2017-02-18,MARCH: NO PA PERMIT/ECB NOV ISSUED,35219305P,021817PANEAC05,-73.80514956,40.70224614,4206832.0,11,0,1,0,cases/149-15 JAMAICA AVENUE_QUEENS_2017-02-18T00:00:00.csv,149-15 JAMAICA AVENUEQueens
149-23 JAMAICA AVENUE,Queens,QN,4206828,9679.0,82.0,2017-02-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80486061,40.70226458,4206828.0,11,0,0,0,cases/149-23 JAMAICA AVENUE_QUEENS_2017-02-18T00:00:00.csv,149-23 JAMAICA AVENUEQueens
149-23 JAMAICA AVENUE,Queens,QN,4206828,9679.0,82.0,2013-11-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80486061,40.70226458,4206828.0,11,0,0,0,cases/149-23 JAMAICA AVENUE_QUEENS_2013-11-08T00:00:00.csv,149-23 JAMAICA AVENUEQueens
149-23 JAMAICA AVENUE,Queens,QN,4206828,9679.0,82.0,2016-04-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80486061,40.70226458,4206828.0,11,0,2,0,cases/149-23 JAMAICA AVENUE_QUEENS_2016-04-03T00:00:00.csv,149-23 JAMAICA AVENUEQueens
1495 DEKALB AVENUE,Brooklyn,BK,3073627,3236.0,51.0,2015-10-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92207255,40.701774,3073627.0,226,5,45,0,cases/1495 DEKALB AVENUE_BROOKLYN_2015-10-24T00:00:00.csv,1495 DEKALB AVENUEBrooklyn
1495 DEKALB AVENUE,Brooklyn,BK,3073627,3236.0,51.0,2014-05-09,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35091417J,051014CNEMR03,-73.92207255,40.701774,3073627.0,226,0,16,0,cases/1495 DEKALB AVENUE_BROOKLYN_2014-05-09T00:00:00.csv,1495 DEKALB AVENUEBrooklyn
1495 DEKALB AVENUE,Brooklyn,BK,3073627,3236.0,51.0,2014-09-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92207255,40.701774,3073627.0,226,2,20,0,cases/1495 DEKALB AVENUE_BROOKLYN_2014-09-28T00:00:00.csv,1495 DEKALB AVENUEBrooklyn
1495 DEKALB AVENUE,Brooklyn,BK,3073627,3236.0,51.0,2014-01-24,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35081284X,,-73.92207255,40.701774,3073627.0,226,2,13,0,cases/1495 DEKALB AVENUE_BROOKLYN_2014-01-24T00:00:00.csv,1495 DEKALB AVENUEBrooklyn
15 1 AVENUE,Manhattan,MN,1006098,443.0,38.0,2013-12-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98861537,40.72354432,1006098.0,45,3,7,0,cases/15 1 AVENUE_MANHATTAN_2013-12-12T00:00:00.csv,15 1 AVENUEManhattan
15 1 AVENUE,Manhattan,MN,1006098,443.0,38.0,2012-08-18,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985204M,,-73.98861537,40.72354432,1006098.0,45,1,2,0,cases/15 1 AVENUE_MANHATTAN_2012-08-18T00:00:00.csv,15 1 AVENUEManhattan
15 CORSON AVENUE,Staten Island,SI,5089359,18.0,73.0,2014-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07945805,40.63836095,5089359.0,2,0,0,0,,15 CORSON AVENUEStaten Island
15 EAST 15 STREET,Manhattan,MN,1087180,843.0,7502.0,2014-11-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99208067,40.73637024,1087180.0,23,0,1,0,cases/15 EAST 15 STREET_MANHATTAN_2014-11-07T00:00:00.csv,15 EAST 15 STREETManhattan
15 PUTNAM AVENUE,Brooklyn,BK,3335048,1981.0,70.0,2012-12-21,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35006486Y,,-73.96201277,40.68286994,3335048.0,44,0,5,0,cases/15 PUTNAM AVENUE_BROOKLYN_2012-12-21T00:00:00.csv,15 PUTNAM AVENUEBrooklyn
15 WEST 183 STREET,Bronx,BX,2112707,3197.0,17.0,2012-12-08,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34925381Z,120812CNELA01,-73.90454165,40.85881823,2112707.0,8,0,0,0,cases/15 WEST 183 STREET_BRONX_2012-12-08T00:00:00.csv,15 WEST 183 STREETBronx
150 VARICK STREET,Manhattan,MN,1007817,505.0,1.0,2014-02-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00531978,40.72601441,1007817.0,74,0,9,0,cases/150 VARICK STREET_MANHATTAN_2014-02-23T00:00:00.csv,150 VARICK STREETManhattan
150 VARICK STREET,Manhattan,MN,1007817,505.0,1.0,2012-09-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00531978,40.72601441,1007817.0,74,2,12,0,cases/150 VARICK STREET_MANHATTAN_2012-09-29T00:00:00.csv,150 VARICK STREETManhattan
150 VARICK STREET,Manhattan,MN,1007817,505.0,1.0,2013-11-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030563Z,,-74.00531978,40.72601441,1007817.0,74,1,8,0,cases/150 VARICK STREET_MANHATTAN_2013-11-10T00:00:00.csv,150 VARICK STREETManhattan
1506 ST NICHOLAS AVENUE,Manhattan,MN,1063779,2157.0,36.0,2016-10-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93146913,40.85185948,1063779.0,44,0,0,0,cases/1506 ST NICHOLAS AVENUE_MANHATTAN_2016-10-28T00:00:00.csv,1506 ST NICHOLAS AVENUEManhattan
1506 ST NICHOLAS AVENUE,Manhattan,MN,1063779,2157.0,36.0,2017-06-17,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35245345Z,061717CERJM02,-73.93146913,40.85185948,1063779.0,44,0,3,0,cases/1506 ST NICHOLAS AVENUE_MANHATTAN_2017-06-17T00:00:00.csv,1506 ST NICHOLAS AVENUEManhattan
1508 SAINT NICHOLAS AVENUE,Manhattan,MN,1063779,2157.0,36.0,2012-06-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93146913,40.85185948,1063779.0,5,0,0,0,,1508 SAINT NICHOLAS AVENUEManhattan
151 AVENUE C,Manhattan,MN,1004776,392.0,35.0,2017-02-27,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35197049K,022517CNEJM03,-73.97803752,40.72565749,1004776.0,299,2,100,0,cases/151 AVENUE C_MANHATTAN_2017-02-27T00:00:00.csv,151 AVENUE CManhattan
151 DYCKMAN STREET,Manhattan,MN,1064744,2220.0,1.0,2016-08-13,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196887P,081316CNEAC01,-73.92553514,40.86345304,1064744.0,35,0,2,0,cases/151 DYCKMAN STREET_MANHATTAN_2016-08-13T00:00:00.csv,151 DYCKMAN STREETManhattan
151 DYCKMAN STREET,Manhattan,MN,1064744,2220.0,1.0,2013-05-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92553514,40.86345304,1064744.0,35,3,7,0,cases/151 DYCKMAN STREET_MANHATTAN_2013-05-10T00:00:00.csv,151 DYCKMAN STREETManhattan
151 DYCKMAN STREET,Manhattan,MN,1064744,2220.0,1.0,2013-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,34925572L,01122013PAERDG02,-73.92553514,40.86345304,1064744.0,35,0,3,0,cases/151 DYCKMAN STREET_MANHATTAN_2013-01-12T00:00:00.csv,151 DYCKMAN STREETManhattan
1511 WHITE PLAINS ROAD,Bronx,BX,2028682,3923.0,39.0,2012-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86391839,40.83806165,2028682.0,14,0,3,1,cases/1511 WHITE PLAINS ROAD_BRONX_2012-07-14T00:00:00.csv,1511 WHITE PLAINS ROADBronx
1511 WHITE PLAINS ROAD,Bronx,BX,2028682,3923.0,39.0,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86391839,40.83806165,2028682.0,14,0,3,1,cases/1511 WHITE PLAINS ROAD_BRONX_2013-01-26T00:00:00.csv,1511 WHITE PLAINS ROADBronx
1513 MYRTLE AVENUE,Brooklyn,BK,3400854,3318.0,1.0,2014-01-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9152271,40.69928594,3400854.0,22,0,4,0,cases/1513 MYRTLE AVENUE_BROOKLYN_2014-01-24T00:00:00.csv,1513 MYRTLE AVENUEBrooklyn
1518 MACOMBS ROAD,Bronx,BX,2008420,2865.0,19.0,2015-10-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91720202,40.84346924,2008420.0,12,0,0,0,cases/1518 MACOMBS ROAD_BRONX_2015-10-31T00:00:00.csv,1518 MACOMBS ROADBronx
1518 MACOMBS ROAD,Bronx,BX,2008420,2865.0,19.0,2013-12-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91720202,40.84346924,2008420.0,12,0,2,0,cases/1518 MACOMBS ROAD_BRONX_2013-12-06T00:00:00.csv,1518 MACOMBS ROADBronx
1518 MACOMBS ROAD,Bronx,BX,2008420,2865.0,19.0,2014-11-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91720202,40.84346924,2008420.0,12,0,0,0,cases/1518 MACOMBS ROAD_BRONX_2014-11-22T00:00:00.csv,1518 MACOMBS ROADBronx
1518 MACOMBS ROAD,Bronx,BX,2008420,2865.0,19.0,2012-07-20,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985302X,,-73.91720202,40.84346924,2008420.0,12,0,4,0,cases/1518 MACOMBS ROAD_BRONX_2012-07-20T00:00:00.csv,1518 MACOMBS ROADBronx
1518 MACOMBS ROAD,Bronx,BX,2008420,2865.0,19.0,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91720202,40.84346924,2008420.0,12,0,2,0,cases/1518 MACOMBS ROAD_BRONX_2013-01-04T00:00:00.csv,1518 MACOMBS ROADBronx
152 ORCHARD STREET,Manhattan,MN,1005343,411.0,4.0,2013-02-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006422P,,-73.98864004,40.72071737,1005343.0,112,5,19,0,cases/152 ORCHARD STREET_MANHATTAN_2013-02-15T00:00:00.csv,152 ORCHARD STREETManhattan
152 ORCHARD STREET,Manhattan,MN,1005343,411.0,4.0,2012-08-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98864004,40.72071737,1005343.0,112,0,18,0,cases/152 ORCHARD STREET_MANHATTAN_2012-08-14T00:00:00.csv,152 ORCHARD STREETManhattan
152-34 ROCKAWAY BOULEVARD,Queens,QN,4263106,12125.0,31.0,2012-10-28,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34995108L,,-73.78503053,40.67152749,4263106.0,13,1,2,0,cases/152-34 ROCKAWAY BOULEVARD_QUEENS_2012-10-28T00:00:00.csv,152-34 ROCKAWAY BOULEVARDQueens
152-34 ROCKAWAY BOULEVARD,Queens,QN,4263106,12125.0,31.0,2012-10-28,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34995109N,,-73.78503053,40.67152749,4263106.0,13,1,2,0,cases/152-34 ROCKAWAY BOULEVARD_QUEENS_2012-10-28T00:00:00.csv,152-34 ROCKAWAY BOULEVARDQueens
153 LENOX AVENUE,Manhattan,MN,1084391,1902.0,35.0,2016-04-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94919961,40.80330824,1084391.0,126,0,23,0,cases/153 LENOX AVENUE_MANHATTAN_2016-04-08T00:00:00.csv,153 LENOX AVENUEManhattan
153-33 HILLSIDE AVENUE,Queens,QN,4207478,9706.0,52.0,2015-02-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80321882,40.70785486,4207478.0,25,0,1,0,cases/153-33 HILLSIDE AVENUE_QUEENS_2015-02-28T00:00:00.csv,153-33 HILLSIDE AVENUEQueens
153-33 HILLSIDE AVENUE,Queens,QN,4207478,9706.0,52.0,2016-12-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80321882,40.70785486,4207478.0,25,1,6,0,cases/153-33 HILLSIDE AVENUE_QUEENS_2016-12-17T00:00:00.csv,153-33 HILLSIDE AVENUEQueens
1530 UNIVERSITY AVENUE,Bronx,BX,2008785,2875.0,45.0,2016-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92145412,40.84579918,2008785.0,8,0,3,0,cases/1530 UNIVERSITY AVENUE_BRONX_2016-01-31T00:00:00.csv,1530 UNIVERSITY AVENUEBronx
1530 UNIVERSITY AVENUE,Bronx,BX,2008785,2875.0,45.0,2016-07-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92145412,40.84579918,2008785.0,8,0,1,0,cases/1530 UNIVERSITY AVENUE_BRONX_2016-07-17T00:00:00.csv,1530 UNIVERSITY AVENUEBronx
1536 MYRTLE AVENUE,Brooklyn,BK,3076496,3345.0,23.0,2017-05-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91202067,40.69924274,3076496.0,2,0,1,0,cases/1536 MYRTLE AVENUE_BROOKLYN_2017-05-19T00:00:00.csv,1536 MYRTLE AVENUEBrooklyn
1536 RALPH AVENUE,Brooklyn,BK,3825171,7955.0,11.0,2012-06-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91971997,40.63943049,3825171.0,1,0,0,0,,1536 RALPH AVENUEBrooklyn
1538 WEBSTER AVENUE,Bronx,BX,2009395,2896.0,95.0,2016-04-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9051973,40.83947416,2009395.0,36,0,1,0,cases/1538 WEBSTER AVENUE_BRONX_2016-04-29T00:00:00.csv,1538 WEBSTER AVENUEBronx
1538 WEBSTER AVENUE,Bronx,BX,2009395,2896.0,95.0,2014-11-21,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111866K,112114PAERDM01,-73.9051973,40.83947416,2009395.0,36,3,17,0,cases/1538 WEBSTER AVENUE_BRONX_2014-11-21T00:00:00.csv,1538 WEBSTER AVENUEBronx
1538 WEBSTER AVENUE,Bronx,BX,2009395,2896.0,95.0,2013-08-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025448N,,-73.9051973,40.83947416,2009395.0,36,0,3,0,cases/1538 WEBSTER AVENUE_BRONX_2013-08-10T00:00:00.csv,1538 WEBSTER AVENUEBronx
154 EAST 112 STREET,Manhattan,MN,1086041,1639.0,49.0,2013-03-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94323735,40.79570969,1086041.0,201,0,130,0,cases/154 EAST 112 STREET_MANHATTAN_2013-03-03T00:00:00.csv,154 EAST 112 STREETManhattan
